type      	reward    	rate      	salary    	B_ENPV    	O_ENPV    	B_Risk    	O_Risk    	B_VaR     	O_VaR     	T_VaR     
tm        	14948.58818153	0.875     	0.0       	5000.0    	37431.28795637	0         	39.19471623	-3753.84582731	-15886.18080982	-19640.02663713
tm        	14799.10229971	0.875     	30.92423038	5000.0    	37431.28795637	0         	39.27199918	-3700.47424136	-15936.60004513	-19637.0742865
tm        	14649.6164179	0.875     	61.84846076	5000.0    	37431.28795637	0         	39.34874288	-3647.14183912	-15987.04015131	-19634.18199043
tm        	14500.13053608	0.875     	92.77269114	5000.0    	37431.28795637	0         	39.42495126	-3593.84955427	-16037.50095873	-19631.350513
tm        	14350.64465427	0.875     	123.69692151	5000.0    	37431.28795637	0         	39.50062826	-3540.59836008	-16087.9823002	-19628.58066028
tm        	14201.15877245	0.875     	154.62115189	5000.0    	37431.28795637	0         	39.5757778	-3487.38927188	-16138.48401089	-19625.87328277
tm        	14051.67289063	0.875     	185.54538227	5000.0    	37431.28795637	0         	39.65040382	-3434.22334974	-16189.00592825	-19623.22927798
tm        	13902.18700882	0.875     	216.46961265	5000.0    	37431.28795637	0         	39.72451026	-3381.10170137	-16239.54789201	-19620.64959338
tm        	13752.701127	0.875     	247.39384303	5000.0    	37431.28795637	0         	39.79810105	-3328.02548532	-16290.10974412	-19618.13522944
tm        	13603.21524519	0.875     	278.31807341	5000.0    	37431.28795637	0         	39.87118011	-3274.99591441	-16340.69132869	-19615.6872431
tm        	13453.72936337	0.875     	309.24230379	5000.0    	37431.28795637	0         	39.94375138	-3222.01425951	-16391.29249195	-19613.30675146
tm        	13304.24348156	0.875     	340.16653417	5000.0    	37431.28795637	0         	40.01581877	-3169.08185364	-16441.91308225	-19610.9949359
tm        	13154.75759974	0.875     	371.09076454	5000.0    	37431.28795637	0         	40.08738618	-3116.2000965	-16492.55294995	-19608.75304645
tm        	13005.27171793	0.875     	402.01499492	5000.0    	37431.28795637	0         	40.15845752	-3063.37045944	-16543.21194744	-19606.58240688
tm        	12855.78583611	0.875     	432.9392253	5000.0    	37431.28795637	0         	40.22903667	-3010.59449092	-16593.88992907	-19604.48441999
tm        	12706.2999543	0.875     	463.86345568	5000.0    	37431.28795637	0         	40.2991275	-2957.8738225	-16644.58675112	-19602.46057362
tm        	12556.81407248	0.875     	494.78768606	5000.0    	37431.28795637	0         	40.36873389	-2905.21017554	-16695.30227176	-19600.5124473
tm        	12407.32819067	0.875     	525.71191644	5000.0    	37431.28795637	0         	40.43785967	-2852.60536858	-16746.03635103	-19598.64171961
tm        	12257.84230885	0.875     	556.63614682	5000.0    	37431.28795637	0         	40.50650868	-2800.06132551	-16796.78885078	-19596.85017629
tm        	12108.35642704	0.875     	587.5603772	5000.0    	37431.28795637	0         	40.57468473	-2747.58008483	-16847.55963464	-19595.13971947
tm        	11958.87054522	0.875     	618.48460757	5000.0    	37431.28795637	0         	40.64239163	-2695.16380974	-16898.34856802	-19593.51237777
tm        	11809.38466341	0.875     	649.40883795	5000.0    	37431.28795637	0         	40.70963315	-2642.81479981	-16949.15551805	-19591.97031785
tm        	11659.89878159	0.875     	680.33306833	5000.0    	37431.28795637	0         	40.77641306	-2590.53550374	-16999.98035351	-19590.51585725
tm        	11510.41289978	0.875     	711.25729871	5000.0    	37431.28795637	0         	40.8427351	-2538.32853413	-17050.8229449	-19589.15147903
tm        	11360.92701796	0.875     	742.18152909	5000.0    	37431.28795637	0         	40.90860299	-2486.19668399	-17101.68316431	-19587.8798483
tm        	11211.44113614	0.875     	773.10575947	5000.0    	37431.28795637	0         	40.97402044	-2434.14294565	-17152.56088543	-19586.70383108
tm        	11061.95525433	0.875     	804.02998985	5000.0    	37431.28795637	0         	41.03899113	-2382.1705324	-17203.45598355	-19585.62651595
tm        	10912.46937251	0.875     	834.95422023	5000.0    	37431.28795637	0         	41.10351872	-2330.28290329	-17254.36833547	-19584.65123876
tm        	10762.9834907	0.875     	865.8784506	5000.0    	37431.28795637	0         	41.16760685	-2278.48379195	-17305.29781954	-19583.78161148
tm        	10613.49760888	0.875     	896.80268098	5000.0    	37431.28795637	0         	41.23125914	-2226.77723984	-17356.24431556	-19583.0215554
tm        	10464.01172707	0.875     	927.72691136	5000.0    	37431.28795637	0         	41.29447918	-2175.16763536	-17407.20770482	-19582.37534018
tm        	10314.52584525	0.875     	958.65114174	5000.0    	37431.28795637	0         	41.35727054	-2123.65975964	-17458.18787005	-19581.8476297
tm        	10165.03996344	0.875     	989.57537212	5000.0    	37431.28795637	0         	41.41963677	-2072.25884101	-17509.18469539	-19581.4435364
tm        	10015.55408162	0.875     	1020.4996025	5000.0    	37431.28795637	0         	41.48158139	-2020.97061984	-17560.19806635	-19581.16868618
tm        	9866.06819981	0.875     	1051.42383288	5000.0    	37431.28795637	0         	41.54310791	-1969.80142673	-17611.22786981	-19581.02929654
tm        	9716.58231799	0.875     	1082.34806326	5000.0    	37431.28795637	0         	41.60421979	-1918.75827754	-17662.273994	-19581.03227154
tm        	9567.09643618	0.875     	1113.27229363	5000.0    	37431.28795637	0         	41.6649205	-1867.84899005	-17713.33632848	-19581.18531854
tm        	9417.61055436	0.875     	1144.19652401	5000.0    	37431.28795637	0         	41.72521345	-1817.08232902	-17764.41476408	-19581.4970931
tm        	9268.12467255	0.875     	1175.12075439	5000.0    	37431.28795637	0         	41.78510204	-1766.4681887	-17815.50919291	-19581.97738161
tm        	9118.63879073	0.875     	1206.04498477	5000.0    	37431.28795637	0         	41.84458966	-1716.0178261	-17866.61950834	-19582.63733444
tm        	8969.15290892	0.875     	1236.96921515	5000.0    	37431.28795637	0         	41.90367966	-1665.74416411	-17917.74560498	-19583.48976908
tm        	8819.6670271	0.875     	1267.89344553	5000.0    	37431.28795637	0         	41.96237536	-1615.66219319	-17968.88737863	-19584.54957182
tm        	8670.18114529	0.875     	1298.81767591	5000.0    	37431.28795637	0         	42.02068006	-1565.78951607	-18020.04472629	-19585.83424236
tm        	8520.69526347	0.875     	1329.74190629	5000.0    	37431.28795637	0         	42.07859703	-1520.50297883	-18071.21754614	-19591.72052497
tm        	8371.20938165	0.875     	1360.66613666	5000.0    	37431.28795637	0         	42.13612954	-1484.81793138	-18122.4057375	-19607.22366888
tm        	8221.72349984	0.875     	1391.59036704	5000.0    	37431.28795637	0         	42.19328079	-1456.2303513	-18173.60920083	-19629.83955213
tm        	8072.23761802	0.875     	1422.51459742	5000.0    	37431.28795637	0         	42.250054 	-1433.06511675	-18224.82783771	-19657.89295446
tm        	7922.75173621	0.875     	1453.4388278	5000.0    	37431.28795637	0         	42.30645233	-1414.23931258	-18276.06155081	-19690.30086339
tm        	7773.26585439	0.875     	1484.36305818	5000.0    	37431.28795637	0         	42.36247893	-1399.08662311	-18327.31024389	-19726.396867
tm        	7623.77997258	0.875     	1515.28728856	5000.0    	37431.28795637	0         	42.41813693	-1387.26795693	-18378.57382175	-19765.84177868
tm        	7474.29409076	0.875     	1546.21151894	5000.0    	37431.28795637	0         	42.47342941	-1378.73520167	-18429.85219027	-19808.58739195
tm        	7324.80820895	0.875     	1577.13574931	5000.0    	37431.28795637	0         	42.52835946	-1373.74047412	-18481.14525634	-19854.88573046
tm        	7175.32232713	0.875     	1608.05997969	5000.0    	37431.28795637	0         	42.58293011	-1372.90457611	-18532.45292786	-19905.35750397
tm        	7025.83644532	0.875     	1638.98421007	5000.0    	37431.28795637	0         	42.63714438	-1377.39562694	-18583.77511373	-19961.17074066
tm        	6876.3505635	0.875     	1669.90844045	5000.0    	37431.28795637	0         	42.69100528	-1389.37498732	-18635.11172383	-20024.48671115
tm        	6726.86468169	0.875     	1700.83267083	5000.0    	37431.28795637	0         	42.74451576	-1413.29343619	-18686.46266904	-20099.75610523
tm        	6577.37879987	0.875     	1731.75690121	5000.0    	37431.28795637	0         	42.79767877	-1460.51920713	-18737.82786114	-20198.34706828
tm        	6427.89291806	0.875     	1762.68113159	5000.0    	37431.28795637	0         	42.85049723	-1521.75142388	-18789.20721288	-20310.95863676
tm        	6278.40703624	0.875     	1793.60536197	5000.0    	37431.28795637	0         	42.90297403	-1584.42948613	-18840.60063792	-20425.03012405
tm        	6128.92115443	0.875     	1824.52959234	5000.0    	37431.28795637	0         	42.95511204	-1648.40048434	-18892.00805085	-20540.40853519
tm        	5979.43527261	0.875     	1855.45382272	5000.0    	37431.28795637	0         	43.00691411	-1713.53991005	-18943.42936712	-20656.96927716
tm        	5829.9493908	0.875     	1886.3780531	5000.0    	37431.28795637	0         	43.05838304	-1779.74423524	-18994.8645031	-20774.60873834
tm        	5680.46350898	0.875     	1917.30228348	5000.0    	37431.28795637	0         	43.10952164	-1846.92592478	-19046.313376	-20893.23930078
tm        	5530.97762716	0.875     	1948.22651386	5000.0    	37431.28795637	0         	43.16033268	-1915.00994498	-19097.7759039	-21012.78584889
tm        	5381.49174535	0.875     	1979.15074424	5000.0    	37431.28795637	0         	43.21081889	-1983.93123805	-19149.25200573	-21133.18324378
tm        	5232.00586353	0.875     	2010.07497462	5000.0    	37431.28795637	0         	43.260983 	-2053.63284508	-19200.74160123	-21254.37444631
tm        	5082.51998172	0.875     	2040.999205	5000.0    	37431.28795637	0         	43.3108277	-2124.06447911	-19252.24461097	-21376.30909008
tm        	4933.0340999	0.875     	2071.92343537	5000.0    	37431.28795637	0         	43.36035566	-2195.18141921	-19303.76095634	-21498.94237555
tm        	4783.54821809	0.875     	2102.84766575	5000.0    	37431.28795637	0         	43.40956954	-2266.9436389	-19355.29055951	-21622.23419841
tm        	4634.06233627	0.875     	2133.77189613	5000.0    	37431.28795637	0         	43.45847196	-2339.31510928	-19406.83334342	-21746.1484527
tm        	4484.57645446	0.875     	2164.69612651	5000.0    	37431.28795637	0         	43.5070655	-2412.26323471	-19458.38923182	-21870.65246653
tm        	4335.09057264	0.875     	2195.62035689	5000.0    	37431.28795637	0         	43.55535277	-2485.75839062	-19509.95814918	-21995.7165398
tm        	4185.60469083	0.875     	2226.54458727	5000.0    	37431.28795637	0         	43.60333629	-2559.77354105	-19561.54002075	-22121.3135618
tm        	4036.11880901	0.875     	2257.46881765	5000.0    	37431.28795637	0         	43.65101861	-2634.28391949	-19613.13477251	-22247.418692
tm        	3886.6329272	0.875     	2288.39304803	5000.0    	37431.28795637	0         	43.69840223	-2709.26676014	-19664.74233116	-22374.00909131
tm        	3737.14704538	0.875     	2319.3172784	5000.0    	37431.28795637	0.00575015	43.74548964	-2784.70107005	-19716.36262414	-22501.06369418
tm        	3587.66116357	0.875     	2350.24150878	5000.0    	37431.28795637	0.02878321	43.79228329	-2860.56743452	-19767.99557958	-22628.5630141
tm        	3438.17528175	0.875     	2381.16573916	5000.0    	37431.28795637	0.06861843	43.83878563	-2936.84785008	-19819.6411263	-22756.48897638
tm        	3288.68939994	0.875     	2412.08996954	5000.0    	37431.28795637	0.12444513	43.88499907	-3013.52557997	-19871.29919385	-22884.82477382
tm        	3139.20351812	0.875     	2443.01419992	5000.0    	37431.28795637	0.19550227	43.930926 	-3090.58502877	-19922.96971242	-23013.55474119
tm        	2989.71763631	0.875     	2473.9384303	5000.0    	37431.28795637	0.28107482	43.9765688	-3168.01163294	-19974.65261289	-23142.66424582
tm        	2840.23175449	0.875     	2504.86266068	5000.0    	37431.28795637	0.38049044	44.02192981	-3245.79176476	-20026.34782678	-23272.13959154
tm        	2690.74587267	0.875     	2535.78689106	5000.0    	37431.28795637	0.49311641	44.06701136	-3323.91264786	-20078.05528629	-23401.96793415
tm        	2541.25999086	0.875     	2566.71112143	5000.0    	37431.28795637	0.61835688	44.11181577	-3402.36228246	-20129.77492425	-23532.13720671
tm        	2391.77410904	0.875     	2597.63535181	5000.0    	37431.28795637	0.75565024	44.15634531	-3481.12937909	-20181.50667412	-23662.63605321
tm        	2242.28822723	0.875     	2628.55958219	5000.0    	37431.28795637	0.9044668 	44.20060224	-3560.20329953	-20233.25046999	-23793.45376953
tm        	2092.80234541	0.875     	2659.48381257	5000.0    	37431.28795637	1.06430661	44.24458882	-3639.5740041	-20285.00624658	-23924.58025068
tm        	1943.3164636	0.875     	2690.40804295	5000.0    	37431.28795637	1.23469746	44.28830726	-3719.23200437	-20336.77393919	-24056.00594356
tm        	1793.83058178	0.875     	2721.33227333	5000.0    	37431.28795637	1.41519299	44.33175976	-3799.16832075	-20388.55348374	-24187.72180449
tm        	1644.34469997	0.875     	2752.25650371	5000.0    	37431.28795637	1.60537103	44.3749485	-3879.37444415	-20440.34481676	-24319.71926091
